Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
14.17,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.210350036621094,2.910764694213867,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1181499.5,1438602619.4713542,1.263355731964111,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.26,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.210350036621094,2.910764694213867,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1181499.5,1438602619.4713542,1.263355731964111,102.0,2.0,6330.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.27,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,34.03158950805664,2.949706554412842,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1181801.625,1438602619.4713542,1.263355731964111,102.0,2.0,6330.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.37,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.24992370605469,2.8940649032592773,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1178840.5,1438602619.4713542,1.263355731964111,102.0,2.0,6330.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.47,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.304840087890625,2.96480131149292,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1180110.375,1438602619.4713542,1.263355731964111,102.0,2.0,6330.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.57,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,34.199649810791016,2.951028347015381,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1180340.125,1438602619.4713542,1.263355731964111,102.0,2.0,6330.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.67,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.34401321411133,2.8989272117614746,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1180753.125,1438602619.4713542,1.263355731964111,102.0,2.0,6330.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.68,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.34401321411133,2.8989272117614746,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1180753.125,1438602619.4713542,1.263355731964111,1205.0,459.0,12264.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,70.0,3.344732522964477
14.75,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.34401321411133,2.8989272117614746,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1180753.125,1438602619.4713542,1.263355731964111,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.77,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,34.22065353393555,2.9846079349517822,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1179728.875,1438602619.4713542,1.263355731964111,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.87,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.36863708496094,2.9731411933898926,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1181079.625,1438602619.4713542,1.263355731964111,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
14.97,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.374794006347656,2.8857622146606445,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1181281.875,1438602619.4713542,1.263355731964111,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
15.07,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,34.21028518676758,2.8844118118286133,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1181354.125,1438602619.4713542,1.263355731964111,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
15.18,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.35956573486328,2.959669351577759,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1180113.5,1438602619.4713542,1.263355731964111,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
15.26,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,33.35956573486328,2.959669351577759,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,9.001242637634277,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,1180113.5,1438602619.4713542,0.0278121773153543,102.0,2.0,6330.0,1.0,21.892169952392575,2655.0,2361.0,3.0,63.0,61.0,58.0,69.0,64.0,66.0,90.0,456.0,2.0,31.51275217533112,3196.0,1.0,91.0,3.344732522964477
